Comment,irony,
哪 知道 啊,1,6
哪都适用,0,4
哪都有,0,3
哪都有这种现象,0,7
哪儿 不是 这样,1,8
哪儿 的 人 天龙 啊,1,11
哪儿 的 天龙 人 啊,1,11
哪儿 的 天龙 人 人 啊,1,13
哪儿 的 天龙 天龙 人 啊,1,14
哪儿 人 天龙 的 啊,1,11
哪儿 正常 不是 这样,1,11
哪儿的天龙人啊,1,7
哪个打车软件让打车便宜了啊,1,13
哪个行业就消失,0,7
哪个学校,0,4
哪个学校毕业的,0,7
哪家店啊,0,4
哪来的资质做工程,0,8
哪里扯性别了哦,0,7
哪里都没有,0,5
哪里都一个样,0,6
哪里还有什么事啊,0,8
哪里来的,0,4
哪里预约,0,4
哪哪儿都是不自在,0,8
哪三年?,0,4
哪是以人为本,0,6
哪位科普一下,0,6
哪些楼宇禁烟,0,6
哪些路段禁烟,0,6
哪有爱情啊,0,5
哪有那么快,0,5
哪有原视频,0,5
哪有这么快,0,5
哪有珠宝店关门了,0,8
那 不 了,1,5
那 不 奇怪 不 了,1,10
那 不 奇怪 了,1,8
那 不得 扣钱 吗 🙃,1,12
那 不得 吗 扣钱 吗 🙃,1,14
那 不去 呢,1,6
那 吃 难道 还有 了,1,11
那 古兰经 呢,1,7
那 国家 不去 解救 呢,1,12
那 国家 怎么 不去 解救 呢,1,15
那 就是 没 联系 了,1,11
那 扣钱 吗 🙃,1,9
那 那 古兰经 呢,1,9
那 呢 古兰经 呢,1,9
那 拍 给 给 你 妈 是 吗,1,15
那 拍 给 你 妈 妈 是 吗,1,15
那 拍 给 你 妈 是,1,11
那 拍 给 你 妈 是 吗,1,13
那 拍 给 你 吗 是 妈,1,13
那 奇怪 不 了,1,8
那 我 妇联 美美 隐身 噜,1,14
那 我 美美 隐身,1,9
那逼格才高啊,0,6
那边很多果树,0,6
那边是不是很热,0,7
那边政治复杂,0,6
那不得被喷死,0,6
那不得扣钱吗🙃,1,8
那不更完了,0,5
那不奇怪了,1,5
那吃霸王餐难道还有理了,1,11
那得有钱消费的嘛,0,8
那都是改开前养的,0,8
那防水的标准是什么你知道吗,1,13
那改行呗,0,4
那个 单位 让 啊,1,9
那个 单位 让 让 啊,1,11
那个 麻烦 问 问 下,1,11
那个 麻烦 问 下,1,9
那个 麻烦 下,1,7
那个 那个 单位 让 啊,1,12
那个 女孩子 真的 那个 是,1,14
那个 女孩子 真的 是,1,11
那个 让 啊,1,6
那个 让 单位 啊,1,9
那个 是 女孩子 真的 是,1,13
那个 问 麻烦 问 下,1,11
那个 要不是 小 哥哥,1,11
那个单位让啊,1,6
那个屌毛被判死刑,0,8
那个麻烦问下,1,6
那个美女呢,0,5
那个女孩子真的是,1,8
那个评委呢,0,5
那个圈子水很深啊,0,8
那古兰经呢,1,5
那国家怎么不去解救呢,1,10
那核污水也别排了,0,8
那会儿,0,3
那活不了几年,0,6
那几块钱真不好赚,0,8
那几年里,0,4
那继续折磨吧,0,6
那旧衣服,0,4
那就不生呗,0,5
那就不要立人设啊,0,8
那就罚款,0,4
那就马上实行,0,6
那就赔啊,0,4
那就起诉学校,0,6
那就让她继续转吧,0,8
那就是霸座,0,5
那就是没必要再联系了,1,10
那就送检出报告吧,0,8
那就提供场地吧,0,7
那就同时拘留呗,0,7
那就需要监护人,0,7
那就真的有问题,0,7
那就准备硬抗吧,0,7
那肯定报警啊,0,6
那肯定比不上啊,0,7
那肯定是过期了,0,7
那肯定用“帐”号,0,8
那快抓到他罚钱,0,7
那里不是北京,0,6
那里好多个峡,0,6
那里面都是人渣,0,7
那么 多天 预警,1,8
那么 欺负 弱小,1,8
那么 提前 多天 预警,1,11
那么 用力 欺负,1,8
那么 用力 欺负 弱小,1,11
那么 用力 用力 欺负 弱小,1,14
那么大点钱,0,5
那么多动物园,0,6
那么多人参与,0,6
那么一大群羊群,0,7
那么用力欺负弱小,1,8
那没满的呢,0,5
那男的就是普通人,0,8
那你跟电视台说,0,7
那你就让给别人,0,7
那你为什么要买呢,0,8
那你怎么满足你老婆的呀,1,11
那年7.21,0,6
那女的是图他老吗,0,8
那拍给你妈是吗,1,7
那跑男可以播了吗,0,8
那岂不是无敌了,0,7
那确实,0,3
那然后呢,0,4
那是电视剧情节,0,7
那是了,0,3
那是你前世的情人,0,8
那是消防的活,0,6
那谁的可信,0,5
那司机想吃羊肉了,0,8
那他妈竖中指呢,0,7
那天是沙尘暴,0,6
那天走在马路上,0,7
那完蛋了,0,4
那完犊子了,0,5
那问题就大了,0,6
那我妇联美美隐身噜,1,9
那些 人 不是 了 吗,1,11
那些动作,0,4
那些骂的,0,4
那要么砍养老金,0,7
那也只能买了,0,6
那一半的菜系,0,6
那一晚好几个,0,6
那有做什么设施,0,7
那真是毛毛雨,0,6
那真是罪无可恕,0,7
那只能偷着用,0,6
那只能我去啊,0,6
那制造谣言带节奏,0,8
那种 没 志气 和 果断 了,1,14
乃至于参与进去,0,7
奶 没用 了,1,6
奶 奶 没用 了,1,8
奶茶没奶没茶,0,6
奶茶三分,0,4
奶妈替我随份子了,0,8
奶没用了,1,4
奈何人的素质差,0,7
男 的 进去 卵用 啊,1,11
男 的 进去 卵用 没有 啊,1,14
男 的 进去 没有,1,9
男 的 进去 没有 卵用 啊,1,14
男 的 要 孩子 能 生 啊,1,14
男 的 只是,1,6
男 的 只是 围观,1,9
男 的 只是 只是 围观,1,12
男 围观 只是 的,1,9
男宝妈精神男人,0,7
男宝们,1,3
男宝们 男宝们,1,7
男德 不行 祸害 祸害 老婆,1,14
男德 不行 祸害 老婆,1,11
男德 祸害 老婆,1,8
男德 男德 不行 祸害 老婆,1,14
男德不行祸害老婆,1,8
男的不行,0,4
男的穿着可以,0,6
男的估计按喇叭了,0,8
男的花了买房男的坐牢,1,10
男的进男厕所撒尿,0,8
男的进去卵用没有啊,1,9
男的能是精神病不,0,8
男的人不多,0,5
男的要孩子能不能自己生啊,1,12
男的有精神病,0,6
男的有什么问题,0,7
男的脏还是女的脏,0,8
男的只是围观,1,6
男方 必须 是 精神病,1,11
男方 精神病 是 必须,1,11
男方必须是精神病,1,8
男方闹水灾,0,5
男方首付20W,0,7
男方应该量力而行,0,8
男孩母亲神经病,0,7
男孩子真的很善良,0,8
男欢女爱,0,4
男教练活下来了,0,7
男篮在挨揍,0,5
男女搭配干活不累,0,8
男女组合都是好,0,7
男人 更加 理性 是 代价 的,1,15
男人被骚扰没事,0,7
男人不坏,0,4
男人为什么更加理性是有代价的,1,14
男生犯罪,0,4
男生拍了就是坐牢,0,8
男生同事家生娃,0,7
男司机,0,3
男司机还飙车,0,6
男司机很危险,0,6
男司机一犯案,0,6
男性 出路 不 知道 在,1,12
男性 的 出路 知道,1,10
男性的出路不知道在何方,1,11
男性他力量,0,5
南方湿热,0,4
南京没下雨,0,5
难 真相 真 求个,1,9
难不成 砍树 还 能 在家 你,1,15
难不成 你 还 能 砍树,1,12
难不成 你 还 能 在家 砍树,1,15
难不成 你 能 还 在家 砍树,1,15
难不成 你 能 在家 砍树,1,13
难不成改了姓氏,0,7
难不成你还能在家砍树,1,10
难道 老百姓 不要,1,9
难道 难道 是 老百姓 不要,1,14
难道 是 老百姓 不要,1,11
难道 是 是 老百姓 不要,1,13
难道判刑,0,4
难道让他去自杀,0,7
难道让外公臭死吗,0,8
难道是老百姓不要,1,8
难道是吸毒吗,0,6
难道又逃过一劫了,0,8
难评,1,2
难评 很,1,4
难评 很 难评,1,7
难上加难 人 申诉 更 底层,1,14
难以成眠,0,4
难抓了,0,3
脑 回路,1,4
脑 回路 啊,1,6
脑 回路 啊 清奇,1,9
脑 回路 清奇,1,7
脑 回路 清奇 啊,1,9
脑 回路 清奇 脑 啊,1,11
脑 回路 清奇 清奇,1,10
脑 脑 回路 清奇,1,9
脑 脑 回路 清奇 啊,1,11
脑残,0,2
脑残 脑残,1,5
脑残是这样的,0,6
脑袋瓜子 变 不 灵光 了,1,13
脑袋瓜子 变 的 不 灵光 了,1,15
脑袋瓜子 变 了 不 灵光 的,1,15
脑袋瓜子变的不灵光了,1,10
脑回路清奇,0,5
脑回路清奇啊,1,6
脑中毒,0,3
脑子 进水 了,1,7
脑子 了,1,4
脑子 了 进水 了,1,9
脑子 了 顺便 也 瘫 了,1,13
脑子 脑子 有 问题,1,10
脑子 脑子 有病 吧,1,10
脑子 怕 不好 是 使,1,11
脑子 怕 是 不好 不好 使,1,14
脑子 怕 是 不好 怕 使,1,13
脑子 怕 是 不好 使,1,11
脑子 顺便 也 瘫 了,1,11
脑子 有 脑子 问题,1,10
脑子 有 问题,1,7
脑子 有病 吧,1,7
脑子 有病 脑子 吧,1,10
脑子进水了,1,5
脑子怕是不好使,1,7
脑子顺便也瘫了,1,7
脑子有病,0,4
脑子有病吧,1,5
脑子有问题,1,5
闹铲,0,2
闹得挺大,0,4
闹肚子,0,3
闹钟,0,2
呢 蹲位 人家 排长队 呢,1,13
呢 搞笑,1,4
呢 搞笑 呢,1,6
呢 古兰经 那,1,7
呢 还 怕 什么 罪犯,1,11
呢 你 先人 羞,1,8
呢 人家 排长队 蹲位,1,11
呢 羞 你 先人 呢,1,10
内 鬼,1,3
内 体制 内 基层,1,9
内地会施行嘛,0,6
内地人口基数大,0,7
内鬼,0,2
内蒙,0,2
内容不写清楚,0,6
内心多阴暗,0,5
内娱绝无仅有,0,6
内娱没人了吗,0,6
内娱这么多墙头,0,7
能 办案 不 办案,1,9
能 不 办案 就 办案,1,11
能 不 办案 就 不 办案,1,13
能 不 办案 就 不 不 办案,1,15
能 不能 搞点 正经 新闻,1,13
能 出 这样 的 东西,1,11
能 的 都 割喉 和解,1,11
能 的话 这么 没 常识 说出,1,15
能 还要 送 我 汉堡,1,11
能 继续 抽,1,6
能 开发 出 的 这样 东西,1,14
能 开发 出 这样 的 东西,1,14
能 开发 的 东西,1,9
能 啥 说,1,5
能 尚 饭否,1,6
能 说 能 啥,1,7
能 说 啥,1,5
能 说 说 啥,1,7
能 说出 这么 常识 的话,1,13
能 说出 这么 常识 没 的话,1,15
能 说出 这么 没 常识 的话,1,15
能把人吹着走,0,6
能不办案就不办案,1,8
能不见就不见,0,6
能不能不配音,0,6
能不能搞点正经新闻写写,1,11
能不能好好说话,0,7
能不能看看新闻,0,7
能不能吗的,0,5
能不能平价提供水,0,8
能不能认真点,0,6
能不能杀了他,0,6
能不能这么理解,0,7
能不做搬运工吗,0,7
能大幅度降一次吗,0,8
能到地方吗,0,5
能嘎吗,0,3
能公开道歉吗,0,6
能过的舒心吗,0,6
能还清赌债,0,5
能好好说话,0,5
能和解,0,3
能降价,0,3
能开发出这样的东西,1,9
能看到未来是吗,0,7
能力 有 就 一定 要 用,1,13
能力太强,0,4
能力微乎其微,0,6
能慢吃饭不,0,5
能明抢💰还要送我个汉堡,1,12
能生养死葬实际点,0,8
能是个正经公司么,0,8
能说出这话来的,0,7
能说出这么没常识的话,1,10
能说啥,1,3
能说说清楚吗,0,6
能逃离最好,0,5
能一样吗,0,4
能有好质量,0,5
能有什么急事,0,6
能涨价,0,3
能坐高铁🚄,0,6
能做的多了,0,5
尼 X 就是 不通,1,9
尼 X 就是 不通 人性,1,12
尼 X 就是 就是 不通 人性,1,15
尼X就是不通人性,1,8
你 “ ”,1,5
你 🐴 个 比,1,8
你 🐴 个 比 比,1,10
你 爱 吃 过期 食品,1,11
你 安全 还,1,6
你 安全 还 安全,1,9
你 逼 真 牛 逼,1,9
你 比,1,3
你 不是 要,1,6
你 不是 要 击败 任何人 哒,1,15
你 不想 以为 不想,1,10
你 猜 山顶 房子 不会,1,12
你 猜 我 你 信不信,1,11
你 猜 我 信不信,1,9
你 猜店 外 人 哪 转悠 啥,1,15
你 大 睁 的 狗眼,1,10
你 得 说 都 对,1,9
你 得到 能 什么,1,9
你 得到 什么,1,7
你 的 还怪 幽默 今天,1,12
你 的 是 认真 这 吗,1,12
你 的 珠宝 放妥 吗,1,11
你 滴 咋 能,1,7
你 懂,1,3
你 懂 的,1,5
你 懂不懂 有人 过 高中 啊,1,15
你 对 得 都 说,1,9
你 对 说 得 都 对,1,11
你 鹅 爹 恐怖分子,1,10
你 父母双亡,1,6
你 改变,1,4
你 给我发 钱,1,7
你 给我发 钱 钱,1,9
你 还,1,3
你 还 安全,1,6
你 还 真是 个 你 人才,1,13
你 还 真是 个 人才,1,11
你 孩子 能,1,6
你 汉语 用 特么别,1,10
你 很 “ ” 聪明 ”,1,12
你 很 “ 聪明 ”,1,10
你 很 ” 聪明 “,1,10
你 混成 不会 这个 吊样 ～,1,15
你 活着 意义 击败 别人,1,13
你 即使 改变 改变 了,1,12
你 即使 改变 了,1,9
你 急,1,3
你 急 了,1,5
你 急 你 了,1,7
你 简直 无敌 了,1,9
你 简直 无敌 无敌 了,1,12
你 贱 真 是 啊,1,9
你 觉得 合理,1,7
你 觉得 合理 合理 吗,1,12
你 觉得 合理 吗,1,9
你 觉得 合理 你 吗,1,11
你 觉得 能活 吗,1,9
你 今天 还怪 幽默 的,1,12
你 今天 还怪 幽默 你 的,1,14
你 救,1,3
你 就 就 要求 防水,1,11
你 就 要求 防水,1,9
你 就 要求 你 防水,1,11
你 就是 拳圣,1,7
你 开心 自己 开心 就 好,1,14
你 可能 不 人间,1,9
你 可能 都 不 在 人间,1,13
你 可能 人间 不 在 都,1,13
你 可以 将来 一辈子,1,11
你 快,1,3
你 快 你 算了吧,1,9
你 快 算了吧,1,7
你 了 多 想,1,7
你 了 即使 改变 了,1,11
你 了 急 了,1,7
你 吗,1,3
你 没 懂,1,5
你 没 你 懂,1,7
你 那 是 那 张床,1,10
你 呢 还 当真 咋,1,10
你 呢 说,1,5
你 能 不能自己 啊,1,10
你 能 得到,1,6
你 能 得到 得到 什么,1,12
你 能 得到 什么,1,9
你 能 滴 咋 滴,1,9
你 能 孩子 要 自己 生,1,13
你 能 什么 得到 什么,1,12
你 能 又 如何,1,8
你 能 咋 滴,1,7
你 能 咋 你 滴,1,9
你 你 猜 我 信不信,1,11
你 你 懂 的,1,7
你 你 给我发 钱,1,9
你 你 还,1,5
你 你 还 真是 个 人才,1,13
你 你 简直 无敌 了,1,11
你 你 今天 还怪 幽默 的,1,14
你 你 说 呢,1,7
你 你 想 多 了,1,9
你 你 咋 知道,1,8
你 你 这 是 认真 的 吗,1,14
你 牛,1,3
你 平台 厉害,1,7
你 钱,1,3
你 钱 给我发,1,7
你 去 收养 了 不 就,1,12
你 去 收养 了 不 就 没事,1,15
你 全凭 一 张嘴,1,9
你 拳圣 就是,1,7
你 人 还 的,1,7
你 人 还 还 挺 好 的 嘞,1,15
你 人 还 好 的 嘞,1,11
你 人 还 挺 好 的 嘞,1,13
你 人 还 挺 嘞 的 好,1,13
你 人间 都 不 在 可能,1,13
你 认为 我能 信,1,9
你 如何 不知 ” 和 “ 知,1,15
你 如何 能 又,1,8
你 如何 又 能 如何,1,11
你 如丧考妣 你 作 甚,1,12
你 如丧考妣 作,1,8
你 如丧考妣 作 甚,1,10
你 如丧考妣 作 作 甚,1,12
你 少不怪 见识,1,8
你 什么 得到 能,1,9
你 是 个 你 什么 东西,1,13
你 是 个 什么 东西,1,11
你 是 贱 啊,1,7
你 是 贱 真 贱 啊,1,11
你 是 那,1,5
你 是 那 张床,1,8
你 是 是 真 贱 啊,1,11
你 是 张床 那,1,8
你 是 张床 那 张床,1,11
你 是 真 贱 啊,1,9
你 谁 鸟 你,1,7
你 说 得 都 对,1,9
你 说 都 对,1,7
你 说 呢,1,5
你 说 说 呢,1,7
你 他 妈 啊 认字 不,1,12
你 他 妈 不 啊,1,9
你 他 妈 不 认字 啊,1,12
你 他 妈 妈 不 认字 啊,1,14
你 他 妈 你 不 认字 啊,1,14
你 特么别 特么别 用 汉语,1,14
你 特么别 用 汉语,1,10
你 挺 人 还 挺 好 的 嘞,1,15
你 问 爸 去,1,7
你 我 猜 信不信,1,9
你 无敌 了,1,6
你 先人,1,4
你 想 多 了,1,7
你 想 多 了 了,1,9
你 想拉黑 既然,1,8
你 效仿 不 咋 三闾大夫 呢,1,15
你 性奴 后代 必然,1,10
你 羞 先人 呢,1,8
你 丫 思想 吗,1,8
你 丫 思想 这么 阴暗 吗,1,14
你 淹死 你 全家,1,9
你 淹死 全家,1,7
你 要 孩子 能 自己 生,1,13
你 要 击败 任何人 哒,1,12
你 要钱 能 啊 赚 不能自己,1,15
你 要钱 能 不能自己 赚 啊,1,15
你 要钱 能 赚 啊,1,10
你 要是 能 控制 为 所用,1,14
你 也 就 也 一个 垃圾 样,1,15
你 也 就 一个 垃圾 样,1,13
你 也 就 一个 样,1,10
你 也 垃圾 一个 就 样,1,13
你 以为 不想,1,7
你 意外 个 只是,1,9
你 用 特么别 用 汉语,1,12
你 优秀 就算 自信,1,10
你 幽默 还怪 今天 的,1,12
你 有人 没读 过 高中 啊,1,14
你 又 能 如何,1,8
你 又 又 能 如何,1,10
你 咋 不 效仿 三闾大夫 呢,1,15
你 咋 当真 还 当真 呢,1,13
你 咋 当真 还 呢,1,10
你 咋 还 当真 呢,1,10
你 咋 还 咋 当真 呢,1,12
你 咋 效仿 呢,1,8
你 咋 知道,1,6
你 咋 知道 知道,1,9
你 怎么 你 老婆 的 呀,1,13
你 怎么 长得,1,7
你 张床 那 是,1,8
你 找 为什么,1,7
你 这 半桶水,1,7
你 这 不是 半桶水,1,10
你 这 不是 不是 半桶水,1,13
你 这 不是 你 半桶水,1,12
你 这 是 认真 的 吗,1,12
你 这 是 认真 你 的 吗,1,14
你 这狗脑 怎么 你 长得,1,13
你 这狗脑 怎么 长得,1,11
你 这狗脑 长得 怎么,1,11
你 这狗脑 这狗脑 怎么 长得,1,15
你 这话 你 信,1,8
你 真 牛 逼,1,7
你 真 牛 你 逼,1,9
你 睁大眼睛 看看 评论 吧,1,14
你 只是 个 意外,1,9
你 只是 个 意外 意外,1,12
你 只是 意外 个,1,9
你 赚 能 不能自己 要钱 啊,1,15
你 自己 孩子 能 要 生,1,13
你 自己 开心 好,1,9
你 自己 开心 好 就,1,11
你 自己 开心 就 好,1,11
你 自己 自己 开心 就 好,1,14
你 作 如丧考妣 甚,1,10
你yue,0,4
你🐴个比,1,5
你爱的韩国,0,5
你把俺问倒了,0,6
你保证给的起吗,0,7
你报道行,0,4
你比上面那两个强,0,8
你别 干 了,1,6
你别 孩子 抢 了,1,9
你别 建议 你别 干 了,1,12
你别 抢 孩子 孩子 了,1,12
你别 抢 孩子 了,1,9
你别发网上去啊,0,7
你别抢孩子了,1,6
你不发声我不发声,0,8
你不乐意了就拆,0,7
你不了解张文宏,0,7
你不理财,0,4
你不脸红么,0,5
你不是要击败任何人哒,1,10
你不是一个人,0,6
你不为自己担心么,0,8
你不想想你那里值,0,8
你不信你可以试试,0,8
你不也是一样,0,6
你猜店外那些人在哪转悠啥,1,12
你猜为啥,0,4
你猜为什么山顶的房子不会被淹,1,14
你猜我信不信,1,6
你吹得多高,0,5
你倒是说啊,0,5
你的行为可以说明,0,8
你的资产全都交给父母保管吗,1,13
你懂不懂有人没读过高中啊,1,12
你懂的,1,3
你多吃点,0,4
你儿子黑帅迈,0,6
你父母双亡,1,5
你敢吃么,0,4
你告诉我中国人越来越富?,1,12
你给说说,0,4
你给我发钱,1,5
你跟他同一类人吧,0,8
你跟我要五百,0,6
你管那么多干嘛,0,7
你管那些人干啥,0,7
你管什么安全法,0,7
你管怎么辟谣呢,0,7
你还,1,2
你还安全,1,4
你还被诈骗,0,5
你还不服气啊,0,6
你还不明白吗,0,6
你还传谣呢,0,5
你还是个人,0,5
你还是少点要求吧,0,8
你还信了,0,4
你还真是个人才,1,7
你好,0,2
你好j,0,3
你好你好,0,4
你很“聪明”,1,6
你回回抄,0,4
你会当面骂人吗,0,7
你活着的意义就是击败别人,1,12
你即使改变了,1,6
你急了,1,3
你家哥哥没睡你,0,7
你家那个,0,4
你简直无敌了,1,6
你觉得合理吗,1,6
你觉得没用呀,0,6
你今天还怪幽默的,1,8
你进去看看吧领导,0,8
你经常这样,0,5
你就明白了,0,5
你就是个纯sb,0,7
